Finca ,Fecha,lluvia 
MELCHORA,20/02/2016,0.428571429
MELCHORA,20/02/2017,0
MELCHORA,20/02/2018,0.5
MELCHORA,20/03/2016,0
MELCHORA,20/03/2017,0.6
MELCHORA,20/03/2018,0
MELCHORA,20/04/2016,0
MELCHORA,20/04/2017,0
MELCHORA,20/04/2018,1.166666667
MELCHORA,20/05/2015,14
MELCHORA,20/05/2016,4.214285714
MELCHORA,20/05/2017,23
MELCHORA,20/05/2018,0
MELCHORA,20/06/2015,0
MELCHORA,20/06/2016,2.166666667
MELCHORA,20/06/2017,45
MELCHORA,20/07/2015,3.642857143
MELCHORA,20/07/2016,27.91666667
MELCHORA,20/07/2017,72
MELCHORA,20/07/2018,0
MELCHORA,20/08/2015,1.357142857
MELCHORA,20/08/2016,0
MELCHORA,20/08/2017,1.35
MELCHORA,20/08/2018,4.5
MELCHORA,20/09/2015,5
MELCHORA,20/09/2016,3.041666667
MELCHORA,20/09/2017,9.9
MELCHORA,20/09/2018,2.2
MELCHORA,20/10/2015,1.928571429
MELCHORA,20/10/2016,2.208333333
MELCHORA,20/10/2017,4.4
MELCHORA,20/10/2018,3.1
MELCHORA,20/11/2015,6.642857143
MELCHORA,20/11/2016,11
MELCHORA,20/11/2017,0
MELCHORA,20/11/2018,9.1
MELCHORA,20/12/2015,2.428571429
MELCHORA,20/12/2016,6.833333333
MELCHORA,20/12/2017,4.75
MELCHORA,20/12/2018,1
MELCHORA,21/01/2016,0.25
MELCHORA,21/01/2017,0.791666667
MELCHORA,21/01/2018,4.333333333
MELCHORA,21/01/2019,0.2
MELCHORA,21/02/2016,5.642857143
MELCHORA,21/02/2017,0
MELCHORA,21/02/2018,3.666666667
MELCHORA,21/03/2016,0
MELCHORA,21/03/2017,0.1
MELCHORA,21/03/2018,0
MELCHORA,21/04/2016,0
MELCHORA,21/04/2017,0
MELCHORA,21/04/2018,35.66666667
MELCHORA,21/05/2015,13.85714286
MELCHORA,21/05/2016,8.5
MELCHORA,21/05/2017,0.8
MELCHORA,21/05/2018,1.1
MELCHORA,21/06/2015,7.071428571
MELCHORA,21/06/2016,52.5
MELCHORA,21/06/2017,22.6
MELCHORA,21/06/2018,28.7
MELCHORA,21/07/2015,1.375
MELCHORA,21/07/2016,0.291666667
MELCHORA,21/07/2017,10.2
MELCHORA,21/07/2018,32.4
MELCHORA,21/08/2015,1.964285714
MELCHORA,21/08/2016,9
MELCHORA,21/08/2017,1.6
MELCHORA,21/08/2018,6.1
MELCHORA,21/09/2015,0
MELCHORA,21/09/2016,22
MELCHORA,21/09/2017,3
MELCHORA,21/09/2018,12.8
MELCHORA,21/10/2015,4.178571429
MELCHORA,21/10/2016,0
MELCHORA,21/10/2017,8
MELCHORA,21/10/2018,1.416666667
MELCHORA,21/11/2015,24.85714286
MELCHORA,21/11/2016,1.125
MELCHORA,21/11/2017,11.5
MELCHORA,21/11/2018,7.5
MELCHORA,21/12/2016,23.16666667
MELCHORA,21/12/2017,6.25
MELCHORA,21/12/2018,0
MELCHORA,22/01/2016,0
MELCHORA,22/01/2017,10.41666667
MELCHORA,22/01/2018,0.166666667
MELCHORA,22/01/2019,0.8
MELCHORA,22/02/2016,8
MELCHORA,22/02/2017,0
MELCHORA,22/02/2018,0.333333333
MELCHORA,22/03/2016,0
MELCHORA,22/03/2017,0
MELCHORA,22/03/2018,0
MELCHORA,22/04/2016,0
MELCHORA,22/04/2017,0
MELCHORA,22/04/2018,19.6
MELCHORA,22/05/2015,1.071428571
MELCHORA,22/05/2016,11.14285714
MELCHORA,22/05/2017,3.5
MELCHORA,22/05/2018,3.35
MELCHORA,22/06/2015,9.857142857
MELCHORA,22/06/2016,3.916666667
MELCHORA,22/06/2017,0
MELCHORA,22/06/2018,0
MELCHORA,22/07/2015,16.71428571
MELCHORA,22/07/2016,0.291666667
MELCHORA,22/07/2017,23.8
MELCHORA,22/07/2018,16.8
MELCHORA,22/08/2015,10.85714286
MELCHORA,22/08/2016,13
MELCHORA,22/08/2017,0.2
MELCHORA,22/08/2018,1.1
MELCHORA,22/09/2015,3.34375
MELCHORA,22/09/2016,25.33333333
MELCHORA,22/09/2017,9
MELCHORA,22/09/2018,9.5
MELCHORA,22/10/2015,4.678571429
MELCHORA,22/10/2016,0
MELCHORA,22/10/2017,2.125
MELCHORA,22/10/2018,2.8
MELCHORA,22/11/2015,13.28571429
MELCHORA,22/11/2016,0
MELCHORA,22/11/2017,68.75
MELCHORA,22/11/2018,5.9
MELCHORA,22/12/2015,3.571428571
MELCHORA,22/12/2016,10.16666667
MELCHORA,22/12/2017,23.5
MELCHORA,22/12/2018,0
MELCHORA,23/01/2016,1.464285714
MELCHORA,23/01/2017,0
MELCHORA,23/01/2018,14
MELCHORA,23/01/2019,0.7
MELCHORA,23/02/2016,0.428571429
MELCHORA,23/02/2017,0
MELCHORA,23/02/2018,1
MELCHORA,23/03/2016,0
MELCHORA,23/03/2017,0
MELCHORA,23/03/2018,0
MELCHORA,23/04/2016,0.928571429
MELCHORA,23/04/2017,3.6
MELCHORA,23/04/2018,6.4
MELCHORA,23/05/2015,13.6
MELCHORA,23/05/2016,0
MELCHORA,23/05/2017,13.6
MELCHORA,23/05/2018,9.8
MELCHORA,23/06/2015,0.75
MELCHORA,23/06/2016,5.083333333
MELCHORA,23/06/2017,0
MELCHORA,23/06/2018,0
MELCHORA,23/07/2015,0.875
MELCHORA,23/07/2016,8.883333333
MELCHORA,23/07/2017,8.6
MELCHORA,23/07/2018,4.9
MELCHORA,23/08/2015,39.85714286
MELCHORA,23/08/2016,10.16666667
MELCHORA,23/08/2017,14
MELCHORA,23/08/2018,31.9
MELCHORA,23/09/2015,13.83333333
MELCHORA,23/09/2016,0
MELCHORA,23/09/2017,53
MELCHORA,23/09/2018,28
MELCHORA,23/10/2015,0
MELCHORA,23/10/2016,0.875
MELCHORA,23/10/2017,10
MELCHORA,23/10/2018,4.9
MELCHORA,23/11/2015,7
MELCHORA,23/11/2016,0
MELCHORA,23/11/2017,2.375
MELCHORA,23/11/2018,6.6
MELCHORA,23/12/2016,0.583333333
MELCHORA,23/12/2017,22
MELCHORA,23/12/2018,0
MELCHORA,24/01/2016,1.357142857
MELCHORA,24/01/2017,0
MELCHORA,24/01/2018,20.66666667
MELCHORA,24/01/2019,0.2
MELCHORA,24/02/2016,0
MELCHORA,24/02/2017,0
MELCHORA,24/02/2018,2.166666667
MELCHORA,24/03/2016,0
MELCHORA,24/03/2017,0
MELCHORA,24/03/2018,2.125
MELCHORA,24/04/2016,0.285714286
MELCHORA,24/04/2017,0
MELCHORA,24/04/2018,0.1
MELCHORA,24/05/2016,6.357142857
MELCHORA,24/05/2017,0.05
MELCHORA,24/05/2018,21.8
MELCHORA,24/06/2015,12.07142857
MELCHORA,24/06/2016,34.16666667
MELCHORA,24/06/2017,4.6
MELCHORA,24/06/2018,40.6
MELCHORA,24/07/2015,7.428571429
MELCHORA,24/07/2016,8.883333333
MELCHORA,24/07/2017,11.2
MELCHORA,24/07/2018,0
MELCHORA,24/08/2015,1.857142857
MELCHORA,24/08/2016,4.416666667
MELCHORA,24/08/2017,20
MELCHORA,24/08/2018,6
MELCHORA,24/09/2015,82.85714286
MELCHORA,24/09/2016,1
MELCHORA,24/09/2017,28.4
MELCHORA,24/09/2018,0.7
MELCHORA,24/10/2015,2.928571429
MELCHORA,24/10/2016,3.5
MELCHORA,24/10/2017,9.875
MELCHORA,24/10/2018,1.5
MELCHORA,24/11/2015,0
MELCHORA,24/11/2017,14
MELCHORA,24/11/2018,1.5
MELCHORA,24/12/2015,3.071428571
MELCHORA,24/12/2016,10.08333333
MELCHORA,24/12/2017,2
MELCHORA,24/12/2018,0
MELCHORA,25/01/2016,0
MELCHORA,25/01/2017,0
MELCHORA,25/01/2018,7.166666667
MELCHORA,25/02/2016,0
MELCHORA,25/02/2017,0
MELCHORA,25/02/2018,1.333333333
MELCHORA,25/03/2016,0
MELCHORA,25/03/2017,0
MELCHORA,25/03/2018,4.333333333
MELCHORA,25/04/2016,0
MELCHORA,25/04/2017,0
MELCHORA,25/04/2018,17.4
MELCHORA,25/05/2015,13.38571429
MELCHORA,25/05/2016,2.785714286
MELCHORA,25/05/2017,0.9
MELCHORA,25/05/2018,16.2
MELCHORA,25/06/2015,0.035714286
MELCHORA,25/06/2016,17.41666667
MELCHORA,25/06/2017,0.6
MELCHORA,25/06/2018,4.7
MELCHORA,25/07/2015,5.714285714
MELCHORA,25/07/2016,8.883333333
MELCHORA,25/07/2017,5.4
MELCHORA,25/07/2018,0
MELCHORA,25/08/2015,0
MELCHORA,25/08/2016,0.5
MELCHORA,25/08/2018,15.4
MELCHORA,25/09/2015,6.857142857
MELCHORA,25/09/2016,1.541666667
MELCHORA,25/09/2017,4.1
MELCHORA,25/09/2018,33.1
MELCHORA,25/10/2015,5.571428571
MELCHORA,25/10/2016,1.258333333
MELCHORA,25/10/2017,0.2
MELCHORA,25/10/2018,9.2
MELCHORA,25/11/2015,0.678571429
MELCHORA,25/11/2016,71.66666667
MELCHORA,25/11/2017,0.5
MELCHORA,25/11/2018,0.6
MELCHORA,25/12/2016,14.33333333
MELCHORA,25/12/2017,4.75
MELCHORA,25/12/2018,0
MELCHORA,26/01/2016,0
MELCHORA,26/01/2017,0
MELCHORA,26/01/2018,24
MELCHORA,26/02/2016,0
MELCHORA,26/02/2017,0
MELCHORA,26/02/2018,10.33333333
MELCHORA,26/03/2016,0
MELCHORA,26/03/2017,0
MELCHORA,26/03/2018,0
MELCHORA,26/04/2016,0
MELCHORA,26/04/2017,0
MELCHORA,26/04/2018,0.1
MELCHORA,26/05/2015,2.716666667
MELCHORA,26/05/2016,7.678571429
MELCHORA,26/05/2017,0.6
MELCHORA,26/05/2018,0.5
MELCHORA,26/06/2015,0
MELCHORA,26/06/2016,0.25
MELCHORA,26/06/2017,15.5
MELCHORA,26/06/2018,0
MELCHORA,26/07/2015,0
MELCHORA,26/07/2016,4.333333333
MELCHORA,26/07/2017,29.4
MELCHORA,26/07/2018,8.8
MELCHORA,26/08/2015,0
MELCHORA,26/08/2016,0
MELCHORA,26/08/2017,7.3
MELCHORA,26/08/2018,19.2
MELCHORA,26/09/2015,1.214285714
MELCHORA,26/09/2016,2.3
MELCHORA,26/09/2017,1.1
MELCHORA,26/09/2018,0.4
MELCHORA,26/10/2015,0
MELCHORA,26/10/2016,26.33333333
MELCHORA,26/10/2017,14.375
MELCHORA,26/10/2018,41
MELCHORA,26/11/2015,0.392857143
MELCHORA,26/11/2016,24.16666667
MELCHORA,26/11/2017,1.25
MELCHORA,26/11/2018,4.4
MELCHORA,26/12/2015,3
MELCHORA,26/12/2016,13.33333333
MELCHORA,26/12/2017,17.5
MELCHORA,26/12/2018,1.3
MELCHORA,27/01/2016,0
MELCHORA,27/01/2017,0
MELCHORA,27/01/2018,24.66666667
MELCHORA,27/02/2016,1.142857143
MELCHORA,27/02/2017,0
MELCHORA,27/02/2018,1.166666667
MELCHORA,27/03/2016,0
MELCHORA,27/03/2017,0
MELCHORA,27/03/2018,0
MELCHORA,27/04/2016,0.5
MELCHORA,27/04/2017,0.1
MELCHORA,27/04/2018,0
MELCHORA,27/05/2015,4.541666667
MELCHORA,27/05/2016,3.035714286
MELCHORA,27/05/2017,0.8
MELCHORA,27/05/2018,43.6
MELCHORA,27/06/2015,0
MELCHORA,27/06/2016,4.625
MELCHORA,27/06/2017,0
MELCHORA,27/06/2018,5.5
MELCHORA,27/07/2015,0
MELCHORA,27/07/2016,6
MELCHORA,27/07/2017,14
MELCHORA,27/07/2018,20.6
MELCHORA,27/08/2015,1.071428571
MELCHORA,27/08/2016,5.333333333
MELCHORA,27/08/2017,0.7
MELCHORA,27/08/2018,9.8
MELCHORA,27/09/2015,1.714285714
MELCHORA,27/09/2016,13.41666667
MELCHORA,27/09/2017,58
MELCHORA,27/09/2018,2.8
MELCHORA,27/10/2015,13.14285714
MELCHORA,27/10/2016,0.166666667
MELCHORA,27/10/2017,53.75
MELCHORA,27/10/2018,30.1
MELCHORA,27/11/2015,5.571428571
MELCHORA,27/11/2016,1.833333333
MELCHORA,27/11/2017,18
MELCHORA,27/11/2018,2.4
MELCHORA,27/12/2016,19.33333333
MELCHORA,27/12/2017,13.33333333
MELCHORA,27/12/2018,1.1
MELCHORA,28/01/2016,0
MELCHORA,28/01/2017,0
MELCHORA,28/01/2018,10
MELCHORA,28/02/2016,1.285714286
MELCHORA,28/02/2017,0.75
MELCHORA,28/02/2018,0.833333333
MELCHORA,28/03/2016,0
MELCHORA,28/03/2017,0
MELCHORA,28/03/2018,1.333333333
MELCHORA,28/04/2016,8.714285714
MELCHORA,28/04/2017,0.2
MELCHORA,28/04/2018,0
MELCHORA,28/05/2015,0
MELCHORA,28/05/2016,0.785714286
MELCHORA,28/05/2017,1.1
MELCHORA,28/05/2018,4.5
MELCHORA,28/06/2015,0
MELCHORA,28/06/2016,16
MELCHORA,28/06/2017,10
MELCHORA,28/06/2018,11.2
MELCHORA,28/07/2015,0.821428571
MELCHORA,28/07/2016,10
MELCHORA,28/07/2017,4.8
MELCHORA,28/07/2018,0.2
MELCHORA,28/08/2015,0.571428571
MELCHORA,28/08/2016,0
MELCHORA,28/08/2017,0
MELCHORA,28/08/2018,1.4
MELCHORA,28/09/2015,18.85714286
MELCHORA,28/09/2016,0.591666667
MELCHORA,28/09/2017,0
MELCHORA,28/09/2018,20.9
MELCHORA,28/10/2015,1.821428571
MELCHORA,28/10/2016,0.175
MELCHORA,28/10/2017,9
MELCHORA,28/10/2018,0
MELCHORA,28/11/2015,0.321428571
MELCHORA,28/11/2016,0.416666667
MELCHORA,28/11/2017,0
MELCHORA,28/11/2018,3.4
MELCHORA,28/12/2015,5.714285714
MELCHORA,28/12/2016,3.416666667
MELCHORA,28/12/2017,20
MELCHORA,28/12/2018,0
MELCHORA,29/01/2016,0
MELCHORA,29/01/2017,0.166666667
MELCHORA,29/01/2018,2.333333333
MELCHORA,29/02/2016,6.928571429
MELCHORA,29/03/2016,0
MELCHORA,29/03/2017,0
MELCHORA,29/03/2018,0
MELCHORA,29/04/2016,0.142857143
MELCHORA,29/04/2017,0
MELCHORA,29/04/2018,0
MELCHORA,29/05/2015,0
MELCHORA,29/05/2016,6.357142857
MELCHORA,29/05/2017,10.2
MELCHORA,29/05/2018,2.2
MELCHORA,29/06/2015,0
MELCHORA,29/06/2016,7
MELCHORA,29/06/2017,14
MELCHORA,29/06/2018,5
MELCHORA,29/07/2015,0.821428571
MELCHORA,29/07/2016,0
MELCHORA,29/07/2017,17.4
MELCHORA,29/07/2018,8.3
MELCHORA,29/08/2015,0.142857143
MELCHORA,29/08/2016,0
MELCHORA,29/08/2017,0
MELCHORA,29/08/2018,0
MELCHORA,29/09/2015,43.71428571
MELCHORA,29/09/2016,1.75
MELCHORA,29/09/2017,0.2
MELCHORA,29/09/2018,5.8
MELCHORA,29/10/2015,16.35714286
MELCHORA,29/10/2016,22.83333333
MELCHORA,29/10/2017,2.375
MELCHORA,29/10/2018,54
MELCHORA,29/11/2015,0
MELCHORA,29/11/2016,0
MELCHORA,29/11/2017,0
MELCHORA,29/11/2018,2.4
MELCHORA,29/12/2016,11.83333333
MELCHORA,29/12/2017,22.25
MELCHORA,29/12/2018,1.1
MELCHORA,30/01/2016,0
MELCHORA,30/01/2017,0.166666667
MELCHORA,30/01/2018,3.333333333
MELCHORA,30/03/2016,0
MELCHORA,30/03/2017,0
MELCHORA,30/03/2018,0
MELCHORA,30/04/2016,0
MELCHORA,30/04/2017,0
MELCHORA,30/04/2018,1.7
MELCHORA,30/05/2015,0
MELCHORA,30/05/2016,28.85714286
MELCHORA,30/05/2017,3.4
MELCHORA,30/05/2018,49.2
MELCHORA,30/06/2015,2.708333333
MELCHORA,30/06/2016,43.33333333
MELCHORA,30/06/2018,36
MELCHORA,30/07/2015,7.142857143
MELCHORA,30/07/2016,14.16666667
MELCHORA,30/07/2017,26.4
MELCHORA,30/07/2018,19.4
MELCHORA,30/08/2015,13.35714286
MELCHORA,30/08/2016,0
MELCHORA,30/08/2017,13.6
MELCHORA,30/08/2018,0
MELCHORA,30/09/2015,9.107142857
MELCHORA,30/09/2016,0
MELCHORA,30/09/2017,1.2
MELCHORA,30/09/2018,51.9
MELCHORA,30/10/2015,9.25
MELCHORA,30/10/2016,20
MELCHORA,30/10/2017,0.125
MELCHORA,30/10/2018,19
MELCHORA,30/11/2015,0
MELCHORA,30/11/2016,4
MELCHORA,30/11/2017,0.125
MELCHORA,30/11/2018,1.5
MELCHORA,30/12/2016,11
MELCHORA,30/12/2017,5.666666667
MELCHORA,30/12/2018,0
MELCHORA,31/01/2016,0
MELCHORA,31/01/2017,0
MELCHORA,31/01/2018,0.166666667
MELCHORA,31/03/2016,0
MELCHORA,31/03/2017,0
MELCHORA,31/03/2018,1.5
MELCHORA,31/05/2015,9.714285714
MELCHORA,31/05/2016,16.85714286
MELCHORA,31/05/2017,0.4
MELCHORA,31/05/2018,56.5
MELCHORA,31/07/2015,11.64285714
MELCHORA,31/07/2016,12
MELCHORA,31/07/2017,0.5
MELCHORA,31/07/2018,11.7
MELCHORA,31/08/2015,12.42857143
MELCHORA,31/08/2016,104.6666667
MELCHORA,31/08/2017,0
MELCHORA,31/08/2018,7.3
MELCHORA,31/10/2015,1.678571429
MELCHORA,31/10/2016,18.74166667
MELCHORA,31/10/2017,2.75
MELCHORA,31/10/2018,0
MELCHORA,31/12/2016,10.33333333
MELCHORA,31/12/2017,5.666666667
MELCHORA,31/12/2018,0
PALO DE ARCO,01/01/2016,0
PALO DE ARCO,01/01/2017,22.5
PALO DE ARCO,01/01/2018,0
PALO DE ARCO,01/01/2019,0
PALO DE ARCO,01/02/2016,1.375
PALO DE ARCO,01/02/2017,1.75
PALO DE ARCO,01/02/2018,0
PALO DE ARCO,01/03/2016,5.5
PALO DE ARCO,01/03/2017,1.125
PALO DE ARCO,01/03/2018,0.75
PALO DE ARCO,01/04/2016,0
PALO DE ARCO,01/04/2017,0
PALO DE ARCO,01/04/2018,0.25
PALO DE ARCO,01/05/2016,0
PALO DE ARCO,01/05/2017,0
PALO DE ARCO,01/05/2018,0
PALO DE ARCO,01/06/2015,6.25
PALO DE ARCO,01/06/2016,0.25
PALO DE ARCO,01/06/2017,3.125
PALO DE ARCO,01/06/2018,5.25
PALO DE ARCO,01/07/2015,0.625
PALO DE ARCO,01/07/2016,16
PALO DE ARCO,01/07/2017,47.875
PALO DE ARCO,01/07/2018,19.25
PALO DE ARCO,01/08/2015,19.875
PALO DE ARCO,01/08/2016,12.75
PALO DE ARCO,01/08/2017,2.75
PALO DE ARCO,01/08/2018,20.5
PALO DE ARCO,01/09/2015,5.125
PALO DE ARCO,01/09/2016,0
PALO DE ARCO,01/09/2017,5.875
PALO DE ARCO,01/09/2018,12
PALO DE ARCO,01/10/2015,4.5
PALO DE ARCO,01/10/2016,0
PALO DE ARCO,01/10/2017,9.5
PALO DE ARCO,01/10/2018,22.75
PALO DE ARCO,01/11/2015,2.75
PALO DE ARCO,01/11/2016,0
PALO DE ARCO,01/11/2017,9
PALO DE ARCO,01/11/2018,0
PALO DE ARCO,01/12/2015,0
PALO DE ARCO,01/12/2016,3.875
PALO DE ARCO,01/12/2017,0
PALO DE ARCO,01/12/2018,0
PALO DE ARCO,02/01/2016,0
PALO DE ARCO,02/01/2017,11.875
PALO DE ARCO,02/01/2018,2.5
PALO DE ARCO,02/01/2019,2.5
PALO DE ARCO,02/02/2016,0
PALO DE ARCO,02/02/2017,4.625
PALO DE ARCO,02/02/2018,0
PALO DE ARCO,02/03/2016,0.375
PALO DE ARCO,02/03/2017,0
PALO DE ARCO,02/03/2018,0
PALO DE ARCO,02/04/2016,0
PALO DE ARCO,02/04/2017,0
PALO DE ARCO,02/04/2018,0.375
PALO DE ARCO,02/05/2015,10.375
PALO DE ARCO,02/05/2016,13.25
PALO DE ARCO,02/05/2017,0
PALO DE ARCO,02/05/2018,0
PALO DE ARCO,02/06/2015,1.625
PALO DE ARCO,02/06/2016,20.25
PALO DE ARCO,02/06/2017,7.416666667
PALO DE ARCO,02/06/2018,14
PALO DE ARCO,02/07/2015,0.375
PALO DE ARCO,02/07/2016,73.75
PALO DE ARCO,02/07/2017,52.5
PALO DE ARCO,02/07/2018,35.25
PALO DE ARCO,02/08/2015,18.75
PALO DE ARCO,02/08/2016,3.75
PALO DE ARCO,02/08/2017,0
PALO DE ARCO,02/08/2018,5.375
PALO DE ARCO,02/09/2015,40.75
PALO DE ARCO,02/09/2016,1.375
PALO DE ARCO,02/09/2017,3.75
PALO DE ARCO,02/09/2018,0
PALO DE ARCO,02/10/2015,0.625
PALO DE ARCO,02/10/2016,0
PALO DE ARCO,02/10/2017,0.3125
PALO DE ARCO,02/10/2018,23.75
PALO DE ARCO,02/11/2015,7.25
PALO DE ARCO,02/11/2016,17.75
PALO DE ARCO,02/11/2017,2.75
PALO DE ARCO,02/11/2018,0
PALO DE ARCO,02/12/2015,0
PALO DE ARCO,02/12/2016,1
PALO DE ARCO,02/12/2017,0
PALO DE ARCO,02/12/2018,0
PALO DE ARCO,03/01/2016,0
PALO DE ARCO,03/01/2017,1
PALO DE ARCO,03/01/2018,3.25
PALO DE ARCO,03/01/2019,0.125
PALO DE ARCO,03/02/2016,0
PALO DE ARCO,03/02/2017,4.625
PALO DE ARCO,03/02/2018,0
PALO DE ARCO,03/03/2016,0
PALO DE ARCO,03/03/2017,0
PALO DE ARCO,03/03/2018,2.65
PALO DE ARCO,03/04/2016,0
PALO DE ARCO,03/04/2017,1.5
PALO DE ARCO,03/04/2018,0
PALO DE ARCO,03/05/2015,0
PALO DE ARCO,03/05/2016,4.5
PALO DE ARCO,03/05/2017,0.5
PALO DE ARCO,03/05/2018,6
PALO DE ARCO,03/06/2015,0
PALO DE ARCO,03/06/2016,4.125
PALO DE ARCO,03/06/2017,0.125
PALO DE ARCO,03/06/2018,8.375
PALO DE ARCO,03/07/2015,1.125
PALO DE ARCO,03/07/2016,8.5
PALO DE ARCO,03/07/2017,30.5
PALO DE ARCO,03/07/2018,17.5
PALO DE ARCO,03/08/2015,3.875
PALO DE ARCO,03/08/2016,0.125
PALO DE ARCO,03/08/2017,12.5
PALO DE ARCO,03/08/2018,9.625
PALO DE ARCO,03/09/2015,4.25
PALO DE ARCO,03/09/2016,2.95
PALO DE ARCO,03/09/2017,14.5
PALO DE ARCO,03/09/2018,15.5
PALO DE ARCO,03/10/2015,0
PALO DE ARCO,03/10/2016,1
PALO DE ARCO,03/10/2017,20.25
PALO DE ARCO,03/10/2018,11.75
PALO DE ARCO,03/11/2015,0.5
PALO DE ARCO,03/11/2016,15
PALO DE ARCO,03/11/2017,6.5
PALO DE ARCO,03/11/2018,8.375
PALO DE ARCO,03/12/2015,0
PALO DE ARCO,03/12/2016,0.25
PALO DE ARCO,03/12/2017,0
PALO DE ARCO,03/12/2018,0
PALO DE ARCO,04/01/2016,2.75
PALO DE ARCO,04/01/2017,0
PALO DE ARCO,04/01/2018,0
PALO DE ARCO,04/01/2019,0
PALO DE ARCO,04/02/2016,0
PALO DE ARCO,04/02/2017,4.125
PALO DE ARCO,04/02/2018,5.25
PALO DE ARCO,04/03/2016,6.625
PALO DE ARCO,04/03/2017,0.625
PALO DE ARCO,04/03/2018,0.375
PALO DE ARCO,04/04/2016,0
PALO DE ARCO,04/04/2017,0
PALO DE ARCO,04/04/2018,0
PALO DE ARCO,04/05/2015,0
PALO DE ARCO,04/05/2016,105.5
PALO DE ARCO,04/05/2017,7.75
PALO DE ARCO,04/05/2018,4
PALO DE ARCO,04/06/2015,8.5
PALO DE ARCO,04/06/2016,60.75
PALO DE ARCO,04/06/2017,40.75
PALO DE ARCO,04/06/2018,4.125
PALO DE ARCO,04/07/2015,0.625
PALO DE ARCO,04/07/2016,14
PALO DE ARCO,04/07/2017,25
PALO DE ARCO,04/07/2018,0
PALO DE ARCO,04/08/2015,0
PALO DE ARCO,04/08/2016,5
PALO DE ARCO,04/08/2017,2.75
PALO DE ARCO,04/08/2018,11.5
PALO DE ARCO,04/09/2015,1.25
PALO DE ARCO,04/09/2016,4.25
PALO DE ARCO,04/09/2017,23
PALO DE ARCO,04/09/2018,2
PALO DE ARCO,04/10/2015,0
PALO DE ARCO,04/10/2016,0
PALO DE ARCO,04/10/2017,51
PALO DE ARCO,04/10/2018,4.625
PALO DE ARCO,04/11/2015,3.25
PALO DE ARCO,04/11/2016,7.375
PALO DE ARCO,04/11/2017,0.75
PALO DE ARCO,04/11/2018,0
PALO DE ARCO,04/12/2015,9.125
PALO DE ARCO,04/12/2016,7
PALO DE ARCO,04/12/2017,18.5
PALO DE ARCO,04/12/2018,0
PALO DE ARCO,05/01/2016,3.25
PALO DE ARCO,05/01/2017,1.125
PALO DE ARCO,05/01/2018,0
PALO DE ARCO,05/01/2019,0
PALO DE ARCO,05/02/2016,0
PALO DE ARCO,05/02/2017,1.75
PALO DE ARCO,05/02/2018,0
PALO DE ARCO,05/03/2016,2
PALO DE ARCO,05/03/2017,1
PALO DE ARCO,05/03/2018,0.75
PALO DE ARCO,05/04/2016,0
PALO DE ARCO,05/04/2017,0
PALO DE ARCO,05/04/2018,0
PALO DE ARCO,05/05/2015,1
PALO DE ARCO,05/05/2016,77
PALO DE ARCO,05/05/2017,0.375
PALO DE ARCO,05/05/2018,0
PALO DE ARCO,05/06/2015,13.875
PALO DE ARCO,05/06/2016,127.25
PALO DE ARCO,05/06/2017,0
PALO DE ARCO,05/06/2018,12.75
PALO DE ARCO,05/07/2015,3.5
PALO DE ARCO,05/07/2016,8.125
PALO DE ARCO,05/07/2017,18
PALO DE ARCO,05/07/2018,2.75
PALO DE ARCO,05/08/2015,0
PALO DE ARCO,05/08/2016,32
PALO DE ARCO,05/08/2017,3.25
PALO DE ARCO,05/08/2018,5.5
PALO DE ARCO,05/09/2015,3.25
PALO DE ARCO,05/09/2016,22.875
PALO DE ARCO,05/09/2017,2.5
PALO DE ARCO,05/09/2018,0
PALO DE ARCO,05/10/2015,0
PALO DE ARCO,05/10/2016,1.375
PALO DE ARCO,05/10/2017,42.75
PALO DE ARCO,05/10/2018,24
PALO DE ARCO,05/11/2015,0
PALO DE ARCO,05/11/2016,2.375
PALO DE ARCO,05/11/2017,0
PALO DE ARCO,05/11/2018,3.125
PALO DE ARCO,05/12/2015,20.5
PALO DE ARCO,05/12/2016,2.125
PALO DE ARCO,05/12/2017,9.625
PALO DE ARCO,05/12/2018,3.5
PALO DE ARCO,06/01/2016,1.625
PALO DE ARCO,06/01/2017,1.625
PALO DE ARCO,06/01/2018,0
PALO DE ARCO,06/01/2019,0
PALO DE ARCO,06/02/2016,0
PALO DE ARCO,06/02/2017,0.625
PALO DE ARCO,06/02/2018,0.5
PALO DE ARCO,06/03/2016,1.15
PALO DE ARCO,06/03/2017,0.625
PALO DE ARCO,06/03/2018,0
PALO DE ARCO,06/04/2016,0
PALO DE ARCO,06/04/2017,0
PALO DE ARCO,06/04/2018,0
PALO DE ARCO,06/05/2015,2.375
PALO DE ARCO,06/05/2016,0.25
PALO DE ARCO,06/05/2017,21.5
PALO DE ARCO,06/05/2018,0
PALO DE ARCO,06/06/2015,2.25
PALO DE ARCO,06/06/2016,6.75
PALO DE ARCO,06/06/2017,1.625
PALO DE ARCO,06/06/2018,15.625
PALO DE ARCO,06/07/2015,5.75
PALO DE ARCO,06/07/2016,6.125
PALO DE ARCO,06/07/2017,42.33333333
PALO DE ARCO,06/07/2018,12.25
PALO DE ARCO,06/08/2015,5.5
PALO DE ARCO,06/08/2016,0
PALO DE ARCO,06/08/2017,0
PALO DE ARCO,06/08/2018,1.375
PALO DE ARCO,06/09/2015,44.875
PALO DE ARCO,06/09/2016,13.25
